text,pramana_label,strength_label,source
"We measured the artifact directly in school policy. Still, the manual states a different nominal range, so practitioners defer to the handbook when reporting.",Shabda,,nyaya_synthetic
if everyone was to use public defenderd everyone would have an equal chance. money couldn't buy yourself out of trouble.,Anumana,moderate,ibm_reviewed
if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right,Anumana,moderate,ibm_reviewed
"in era technology like this age, computer becomes important thing in human life",Upamana,moderate,aaec_reviewed
entrapment should be legalized because it helps catches criminals and puts them behind bars.,Anumana,moderate,ibm_reviewed
"According to the published standard for astrobiology, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
"For newcomers in philosophy, a hash table is similar to a set of labeled drawers: fast lookup, occasional collisions.",Upamana,,nyaya_synthetic
Journalism is critical to creating an informed populace. Subsidization will allow it to provide even more information.,Shabda,moderate,ibm_reviewed
this type of surgery has risks associated with it just like other ones except this one is not needed,Upamana,moderate,ibm_reviewed
dancing is an important part of culture,Anumana,weak,aaec_reviewed
Experts in news analysis now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in software reliability. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
"In public debate, debugging distributed traces is like following colored threads through a woven fabric.",Upamana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in astrobiology. The downstream metric lags whenever the upstream queue saturates; hence the system is contention-limited.",Anumana,,nyaya_synthetic
Master augmentation (philosophy): synthetic vignette uid master-pad-5; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
mandatory retirement opens up jobs for those unemployeed or are starting out in the workplace.,Anumana,moderate,ibm_reviewed
Master augmentation (philosophy): synthetic vignette uid master-pad-5; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
Master augmentation (news analysis): synthetic vignette uid master-pad-18; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
"From what we can verify on the record, a bottleneck in constitutional law. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
Master augmentation (medicine): synthetic vignette uid master-pad-19; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,,nyaya_synthetic
we need to adopt an austerity regime so the government stops over spending on unnecessary things,Shabda,moderate,ibm_reviewed
"Taken together, the observations suggest a bottleneck in urban planning. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
"In social media discourse, the feedback loop behaves like a thermostat hunting around a noisy setpoint.",Upamana,,nyaya_synthetic
"Across news analysis, the measured curve stayed flat until the threshold, then rose sharply in two trials.",Pratyaksha,,nyaya_synthetic
three strikes laws lack nuance and fail to evaluate circumstances around crimes committed.,Anumana,moderate,ibm_reviewed
"On balance, the evidence indicates a bottleneck in urban planning. The downstream metric lags whenever the upstream queue saturates; which makes it plausible that the system is contention-limited.",Anumana,,nyaya_synthetic
"It is not uncommon that the teenages are found sleepless for several days playing on-line games at public internet bar, and there are also some media reports regarding the sudden death case of the teenages in the internet bar",Shabda,strong,aaec_reviewed
"From what we can verify on the record, a bottleneck in urban planning. The downstream metric lags whenever the upstream queue saturates; which implies the system is contention-limited.",Anumana,,nyaya_synthetic
private military companies are risky businesses that can backfire against government's military forces,Shabda,strong,ibm_reviewed
women are weaker than men and thus would be more of a burden than a help in the battlefield.,Anumana,moderate,ibm_reviewed
"Under ordinary conditions in this domain, a bottleneck in econometrics. The downstream metric lags whenever the upstream queue saturates; which supports the view that the system is contention-limited.",Anumana,,nyaya_synthetic
legalizing cannabis would lead to more car accidents with people driving under the influence,Anumana,moderate,ibm_reviewed
"Taken together, the observations suggest a bottleneck in supply chains. The downstream metric lags whenever the upstream queue saturates; therefore the system is contention-limited.",Anumana,,nyaya_synthetic
"According to the published standard for astrobiology, reviewers must document assumptions and cite the controlling source. Experts in the field treat that requirement as a minimum bar for credibility.",Shabda,,nyaya_synthetic
these cameras can help to provide some form of protection to the workers against the customers,Anumana,moderate,aaec_reviewed
"In climate modeling, the instrument trace shows a repeatable pattern across three runs. The operator log notes the same anomaly at the same timestamp window.",Pratyaksha,,nyaya_synthetic
the selection of sex is a private and personal decision of the parents and must be respected,Anumana,moderate,ibm_reviewed
we should adopt a zero-tolerance policy because it will keep kids disciplined and the schools will be safer,Anumana,moderate,ibm_reviewed
Experts in politics now recommend documenting provenance for every dataset used in training.,Shabda,,nyaya_synthetic
"parents are not trained, qualified teachers and kids need to learn to socialize with other kids",Anumana,moderate,ibm_reviewed
Master augmentation (medicine): synthetic vignette uid master-pad-7; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,,nyaya_synthetic
compulsory voting would make the opinions of everyone's opinions be taken into account.,Anumana,moderate,ibm_reviewed
