essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay062,Premise,"When universities will accept them in equal number, both genders will be able to nurture their talent and a healthy competitive environment will develop",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay362,Claim,their unresponsiveness can be attributed to their attitude towards life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay324,MajorClaim,different types of tasks endow more colors to our life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay114,Claim,computers need to be operated by people,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay277,MajorClaim,learning facts has more subsequent advantages for students' future lives,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay007,MajorClaim,newspapers have lost their competitive advantage to sustain their prolonged existence,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay254,Claim,the influence on environmental problems are boarder and more profound than economic issues,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay061,Premise,"Computers have made human life more easy, convenient and lightning fast",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay265,Claim,each of them has its own benefits,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay150,Premise,Yet these people can continue to read their novels wherever they find free time such as in bus or trains,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay202,Premise,From that day onwards I did not offer him any support and finally he was transferred from our department to a distant location as a punishment for his irresponsibility,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay034,Premise,children can learn social skills when they have a job,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay286,MajorClaim,experiences that shape my thinking and the way to live my life are teach me to be a better person,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay343,Premise,"online advertisement is one of the easiest approaches due to their potential gains such as cheaper cost, convenience and easily observing",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay341,Premise,those tradition-related things convey traditional culture and values,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay131,Claim,not only could investing in art be considered as wasting money at any kind,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay241,Premise,"Meeting and knowing new people's tradition is an unforgettable experience, which could influence on one's previous habits",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay235,Premise,University is more likely to become a money making business,Anumana,Matched Anumana cues: likely,,,
essay248,Premise,"If I worked in the different field from my father, I would have faced much difficulty than I do now",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay387,MajorClaim,people's health would therefore be affected negatively,Anumana,Matched Anumana cues: therefore,,,
essay183,Claim,children will learn behavior from what they see on TV not from their parents,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay016,Claim,"it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay269,Premise,majority of people would choose the former,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay230,Claim,"by taking a part-time job, they certainly have to be responsible for anything they have done",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay140,Claim,judging student's skills and abilities should only be based on their academic qualifications and talents rather than gender in particular,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
