essay_id,component_id,component_type,text
essay397,T9,Premise,Internet has aided to assess the young generations to the cultural identity of many nations from all around the world
essay397,T10,Premise,"With the help of advanced methods, many art masterpiece has been well restorated and well preserved"
essay397,T11,Premise,"Modern devices also assist the scientists to study the ancient societies much more deeply, hence discovering more cultural traces"
essay398,T1,Claim,many different characters exist between male and female students
essay398,T2,MajorClaim,"it is necessary for universities to respect the individual choice of subject due to the diversity of boys and girls, and we ca not forcedly put the same numbers of males and females into every subject"
essay398,T3,Premise,"Most of male students tend to use their left brain to think and act, and they are more rational and logical than girls in many cases"
essay398,T4,Premise,there are more male scientists and engineers in comparison with females around the world
essay398,T5,Premise,"Many boys are interested in science and technology, while a number of girls like to learn literature, education and arts"
essay398,T6,Premise,"girls are more likely to prefer some jobs related to emotion and communication, such as teacher, singer and interpreter"
essay398,T7,Premise,"girls differ from boys in mind and behaviour to a large extent, and they both have better ability in the specific aspect"
essay398,T8,Claim,boys and girls have the diversity in psychological modes and individuality
essay398,T9,Premise,"a girl, who is interested in literature, is arranged into an engineering department"
essay398,T10,Claim,it can have a negative affect on these students to require them to choose a subject in equal proportion of gender
essay398,T11,Premise,that does not conform to students' personality traits and mental development
essay398,T12,Claim,universities should encourage more girls to choose science subjects and more boys to study the humanities
essay398,T13,Premise,this could avoid imbalance of gender in some subjects
essay398,T14,Premise,It would affect students' mental health to study in the environment of single gender
essay398,T15,Premise,she is unlikely to focus on her subject
essay398,T16,Premise,this also can block the girl's future development and career prospect
essay399,T1,MajorClaim,this is a worrying tread which has negative impact on children
essay399,T2,MajorClaim,media should shift its focus from covering celebrities to elsewhere
essay399,T3,Claim,This gives children the idea that it is not necessary to study hard at school for a better career and earning a living
essay399,T4,Premise,The first impression of the celebrities seems that they are rich while not having to work hard
essay399,T5,Premise,they will not value other people's hard work and take everything for granted
essay399,T6,Premise,"It is not uncommon to see on the media that some of them are committing to crimes or misbehaving such as being addicted to drugs or alcohols, having messy sex lives"
